feature,sentiment
 frivoleren ,-1
 frivolerer ,-1
 frivoleres ,-1
 frivoles ,-1
 frivolst ,-1
 frivolste ,-1
 frivolstem ,-1
 frivolsten ,-1
 frivolster ,-1
 frivolstes ,-1
 froh ,1
 frohe ,1
 frohem ,1
 frohen ,1
 froher ,1
 frohere ,1
 froherem ,1
 froheren ,1
 froherer ,1
 froheres ,1
 frohes ,1
 frohgemut ,1
 fröhlich ,1
 fröhliche ,1
 fröhlichem ,1
 fröhlichen ,1
 fröhlicher ,1
 fröhlichere ,1
 fröhlicherem ,1
 fröhlicheren ,1
 fröhlicherer ,1
 fröhlicheres ,1
 fröhliches ,1
 fröhlichkeit ,1
 fröhlichst ,1
 fröhlichste ,1
 fröhlichstem ,1
 fröhlichsten ,1
 fröhlichster ,1
 fröhlichstes ,1
 frohlock ,1
 frohlocke ,1
 frohlocken ,1
 frohlockend ,1
 frohlockest ,1
 frohlocket ,1
 frohlockst ,1
 frohlockt ,1
 frohlockte ,1
 frohlockten ,1
 frohlocktest ,1
 frohlocktet ,1
 frohst ,1
 frohste ,1
 frohstem ,1
 frohsten ,1
 frohster ,1
 frohstes ,1
 fromm ,1
 frömmeln ,-1
 frömmelnd ,-1
 frömmigkeit ,1
 frömmlerisch ,1
 frönen ,-1
 frönte ,-1
 frost ,-1
 frösteln ,-1
 frostig ,-1
 frostschutz ,1
 fruchtbar ,1
 fruchtbare ,1
 fruchtbarem ,1
 fruchtbaren ,1
 fruchtbarer ,1
 fruchtbarere ,1
 fruchtbarerem ,1
 fruchtbareren ,1
 fruchtbarerer ,1
 fruchtbareres ,1
 fruchtbares ,1
 fruchtbarkeit ,1
 fruchtbarst ,1
 fruchtbarste ,1
 fruchtbarstem ,1
 fruchtbarsten ,1
 fruchtbarster ,1
 fruchtbarstes ,1
 früchtchen ,-1
 fruchtlos ,-1
 fruchtlose ,-1
 fruchtlosem ,-1
 fruchtlosen ,-1
 fruchtloser ,-1
 fruchtlosere ,-1
 fruchtloserem ,-1
 fruchtloseren ,-1
 fruchtloserer ,-1
 fruchtloseres ,-1
 fruchtloses ,-1
 fruchtlosst ,-1
 fruchtlosste ,-1
 fruchtlosstem ,-1
 fruchtlossten ,-1
 fruchtlosster ,-1
 fruchtlosstes ,-1
 frühzeitige ,-1
 frust ,-1
 frustes ,-1
 frustration ,-1
 frustrationen ,-1
 frustrier ,-1
 frustriere ,-1
 frustrieren ,-1
 frustrierend ,-1
 frustrierest ,-1
 frustrieret ,-1
 frustrierst ,-1
 frustriert ,-1
 frustrierte ,-1
 frustriertem ,-1
 frustrierten ,-1
 frustrierter ,-1
 frustriertere ,-1
 frustrierterem ,-1
 frustrierteren ,-1
 frustrierterer ,-1
 frustrierteres ,-1
 frustriertes ,-1
 frustriertest ,-1
 frustrierteste ,-1
 frustriertestem ,-1
 frustriertesten ,-1
 frustriertester ,-1
 frustriertestes ,-1
 frustriertet ,-1
 frusts ,-1
 fuchsig ,-1
 fuchsteufelswild ,-1
 fuchsteufelswilde ,-1
 fuchsteufelswildem ,-1
 fuchsteufelswilden ,-1
 fuchsteufelswilder ,-1
 fuchsteufelswildere ,-1
 fuchsteufelswilderem ,-1
 fuchsteufelswilderen ,-1
 fuchsteufelswilderer ,-1
 fuchsteufelswilderes ,-1
 fuchsteufelswildes ,-1
 fuchsteufelswildst ,-1
 fuchsteufelswildste ,-1
 fuchsteufelswildstem ,-1
 fuchsteufelswildsten ,-1
 fuchsteufelswildster ,-1
 fuchsteufelswildstes ,-1
 fügen ,1
 fügsam ,1
 fügung ,1
 fühlbar ,1
 fühlte ,-1
 führ ,1
 führe ,1
 führend ,1
 führende ,1
 führendem ,1
 führenden ,1
 führender ,1
 führendere ,1
 führenderem ,1
 führenderen ,1
 führenderer ,1
 führenderes ,1
 führendes ,1
 führendst ,1
 führendste ,1
 führendstem ,1
 führendsten ,1
 führendster ,1
 führendstes ,1
 führest ,1
 führet ,1
 führst ,1
 führten ,1
 führtest ,1
 führtet ,1
 führung ,1
 führungen ,1
 führungseigenschaft ,1
 führungsschiene ,1
 führungsschwäche ,-1
 füll ,1
 fülle ,1
 füllen ,1
 füllest ,1
 füllet ,1
 füllst ,1
 füllt ,1
 füllte ,1
 füllten ,1
 fülltest ,1
 fülltet ,1
 fulminant ,1
 fulminante ,1
 fulminantem ,1
 fulminanten ,1
 fulminanter ,1
 fulminantere ,1
 fulminanterem ,1
 fulminanteren ,1
 fulminanterer ,1
 fulminanteres ,1
 fulminantes ,1
 fulminantest ,1
 fulminanteste ,1
 fulminantestem ,1
 fulminantesten ,1
 fulminantester ,1
 fulminantestes ,1
 fulminat ,1
 fummeln ,-1
 fummelte ,-1
 fundamentalismus ,-1
 funkel ,1
 funkele ,1
 funkelen ,1
 funkeln ,1
 funkelnd ,1
 funkelst ,1
 funkelt ,1
 funkelte ,1
 funkelten ,1
 funkeltest ,1
 funkeltet ,1
 funkl ,1
 funkle ,1
 funktional ,1
 funktionell ,1
 funktionier ,1
 funktioniere ,1
 funktionieren ,1
 funktionierend ,1
 funktionierest ,1
 funktionieret ,1
 funktionierst ,1
 funktioniert ,1
 funktionierte ,1
 funktionierten ,1
 funktioniertest ,1
 funktioniertet ,1
 funktionsfähig ,1
 funktionsfähige ,1
 funktionsfähigem ,1
 funktionsfähigen ,1
 funktionsfähiger ,1
 funktionsfähigere ,1
 funktionsfähigerem ,1
 funktionsfähigeren ,1
 funktionsfähigerer ,1
 funktionsfähigeres ,1
 funktionsfähiges ,1
 funktionsfähigkeit ,1
 funktionsfähigst ,1
 funktionsfähigste ,1
 funktionsfähigstem ,1
 funktionsfähigsten ,1
 funktionsfähigster ,1
 funktionsfähigstes ,1
 funktionsfehler ,-1
 funktionsversagen ,-1
 furcht ,-1
 fürcht ,-1
 furchtbar ,-1
 furchtbare ,-1
 furchtbarem ,-1
 furchtbaren ,-1
 furchtbarer ,-1
 furchtbarere ,-1
 furchtbarerem ,-1
 furchtbareren ,-1
 furchtbarerer ,-1
 furchtbareres ,-1
 furchtbares ,-1
 furchtbarst ,-1
 furchtbarste ,-1
 furchtbarstem ,-1
 furchtbarsten ,-1
 furchtbarster ,-1
 furchtbarstes ,-1
 fürchte ,-1
 furchteinflößend ,-1
 fürchten ,-1
 fürchterlich ,-1
 fürchterliche ,-1
 fürchterlichem ,-1
 fürchterlichen ,-1
 fürchterlicher ,-1
 fürchterlichere ,-1
 fürchterlicherem ,-1
 fürchterlicheren ,-1
 fürchterlicherer ,-1
 fürchterlicheres ,-1
 fürchterliches ,-1
 fürchterlichst ,-1
 fürchterlichste ,-1
 fürchterlichstem ,-1
 fürchterlichsten ,-1
 fürchterlichster ,-1
 fürchterlichstes ,-1
 furchterregend ,-1
 furchterregende ,-1
 furchterregendem ,-1
 furchterregenden ,-1
 furchterregender ,-1
 furchterregendere ,-1
 furchterregenderem ,-1
 furchterregenderen ,-1
 furchterregenderer ,-1
 furchterregenderes ,-1
 furchterregendes ,-1
 furchterregendst ,-1
 furchterregendste ,-1
 furchterregendstem ,-1
 furchterregendsten ,-1
 furchterregendster ,-1
 furchterregendstes ,-1
 fürchtest ,-1
 fürchtet ,-1
 fürchtete ,-1
 fürchteten ,-1
 fürchtetest ,-1
 fürchtetet ,-1
 furchtlos ,1
 furchtlose ,1
 furchtlosem ,1
 furchtlosen ,1
 furchtloser ,1
 furchtlosere ,1
 furchtloserem ,1
 furchtloseren ,1
 furchtloserer ,1
 furchtloseres ,1
 furchtloses ,1
 furchtlosest ,1
 furchtloseste ,1
 furchtlosestem ,1
 furchtlosesten ,1
 furchtlosester ,1
 furchtlosestes ,1
 furchtlosigkeit ,1
 furchtsam ,-1
 furchtsamkeit ,-1
 fürchtte ,-1
 fürchtten ,-1
 fürchttest ,-1
 fürchttet ,-1
 furie ,-1
 furor ,-1
 fürsorge ,1
 furunkel ,-1
 fusselig ,-1
 fußtritt ,-1
 gabe ,1
 gaben ,1
 gackern ,-1
 gackerte ,-1
 gaffen ,-1
 gaffte ,-1
 gähnen ,-1
 gähnte ,-1
 gala ,1
 galant ,1
 galante ,1
 galantem ,1
 galanten ,1
 galanter ,1
 galantere ,1
 galanterem ,1
 galanteren ,1
 galanterer ,1
 galanteres ,1
 galantes ,1
 galantest ,1
 galanteste ,1
 galantestem ,1
 galantesten ,1
 galantester ,1
 galantestes ,1
 galgenstrick ,-1
 galionsfigur ,1
 galle ,-1
 gallenblase ,-1
 gallig ,-1
 gallige ,-1
 galligem ,-1
 galligen ,-1
 galliger ,-1
 galligere ,-1
 galligerem ,-1
 galligeren ,-1
 galligerer ,-1
 galligeres ,-1
 galliges ,-1
 galligst ,-1
 galligste ,-1
 galligstem ,-1
 galligsten ,-1
 galligster ,-1
 galligstes ,-1
 gammel ,-1
 gammele ,-1
 gammelen ,-1
 gammelig ,-1
 gammelige ,-1
 gammeligem ,-1
 gammeligen ,-1
 gammeliger ,-1
 gammeligere ,-1
 gammeligerem ,-1
 gammeligeren ,-1
 gammeligerer ,-1
 gammeligeres ,-1
 gammeliges ,-1
 gammeligst ,-1
 gammeligste ,-1
 gammeligstem ,-1
 gammeligsten ,-1
 gammeligster ,-1
 gammeligstes ,-1
 gammeln ,-1
 gammelst ,-1
 gammelt ,-1
 gammelte ,-1
 gammelten ,-1
 gammeltest ,-1
 gammeltet ,-1
 gamml ,-1
 gammle ,-1
 gammler ,-1
 gammlern ,-1
 gammlers ,-1
 gammlig ,-1
 gangbar ,1
 gangster ,-1
 gangstern ,-1
 gangsters ,-1
 ganzheitlich ,1
 ganzzahlig ,1
 ganzzahligkeit ,1
 garantie ,1
 garantien ,1
 garantiert ,1
 garantierte ,1
 garantiertem ,1
 garantierten ,1
 garantierter ,1
 garantiertere ,1
 garantierterem ,1
 garantierteren ,1
 garantierterer ,1
 garantierteres ,1
 garantiertes ,1
 garantiertst ,1
 garantiertste ,1
 garantiertstem ,1
 garantiertsten ,1
 garantiertster ,1
 garantiertstes ,1
 garnichts ,-1
 garstig ,-1
 garstige ,-1
 garstigem ,-1
 garstigen ,-1
 garstiger ,-1
 garstigere ,-1
 garstigerem ,-1
 garstigeren ,-1
 garstigerer ,-1
 garstigeres ,-1
 garstiges ,-1
 garstigkeit ,-1
 garstigst ,-1
 garstigste ,-1
 garstigstem ,-1
 garstigsten ,-1
 garstigster ,-1
 garstigstes ,-1
 gasarm ,-1
 gastfreundlich ,1
 gastfreundliche ,1
 gastfreundlichem ,1
 gastfreundlichen ,1
 gastfreundlicher ,1
 gastfreundlichere ,1
 gastfreundlicherem ,1
 gastfreundlicheren ,1
 gastfreundlicherer ,1
 gastfreundlicheres ,1
 gastfreundliches ,1
 gastfreundlichkeit ,1
 gastfreundlichkeiten ,1
 gastfreundlichst ,1
 gastfreundlichste ,1
 gastfreundlichstem ,1
 gastfreundlichsten ,1
 gastfreundlichster ,1
 gastfreundlichstes ,1
 gattung ,1
 gaul ,-1
 gaumenfreude ,1
 gauner ,-1
 gaunerei ,-1
 gaunern ,-1
 gauners ,-1
 geächtet ,-1
 geächtete ,-1
 gearbeitet ,-1
 geärgert ,-1
 gebannt ,1
 gebessert ,1
 gebietend ,-1
 gebieterisch ,-1
 gebildet ,1
 geblendet ,1
 geblitzt ,-1
 geblüht ,1
 gebogen ,-1
 geborgen ,1
 gebrauchsfertig ,1
 gebrechen ,-1
 gebrechens ,-1
 gebrechlich ,-1
 gebrechliche ,-1
 gebrechlichem ,-1
 gebrechlichen ,-1
 gebrechlicher ,-1
 gebrechlichere ,-1
 gebrechlicherem ,-1
 gebrechlicheren ,-1
 gebrechlicherer ,-1
 gebrechlicheres ,-1
 gebrechliches ,-1
 gebrechlichst ,-1
 gebrechlichste ,-1
 gebrechlichstem ,-1
 gebrechlichsten ,-1
 gebrechlichster ,-1
 gebrechlichstes ,-1
 gebrochen ,-1
 gebrummt ,-1
 gebührend ,1
 gebundenheit ,-1
 gedämpft ,-1
 gedankenlos ,-1
 gedankenlose ,-1
 gedankenlosem ,-1
 gedankenlosen ,-1
 gedankenloser ,-1
 gedankenlosere ,-1
 gedankenloserem ,-1
 gedankenloseren ,-1
 gedankenloserer ,-1
 gedankenloseres ,-1
 gedankenloses ,-1
 gedankenlosest ,-1
 gedankenloseste ,-1
 gedankenlosestem ,-1
 gedankenlosesten ,-1
 gedankenlosester ,-1
 gedankenlosestes ,-1
 gedankenlosigkeit ,-1
 gedankt ,1
 gedeihen ,1
 gedeihend ,1
 gedeihlich ,1
 gedeihliche ,1
 gedeihlichem ,1
 gedeihlichen ,1
 gedeihlicher ,1
 gedeihlichere ,1
 gedeihlicherem ,1
 gedeihlicheren ,1
 gedeihlicherer ,1
 gedeihlicheres ,1
 gedeihliches ,1
 gedeihlichst ,1
 gedeihlichste ,1
 gedeihlichstem ,1
 gedeihlichsten ,1
 gedeihlichster ,1
 gedeihlichstes ,1
 gedemütigt ,-1
 gedenken ,1
 gedenkens ,1
 gediegen ,1
 gediegene ,1
 gediegenem ,1
 gediegenen ,1
 gediegener ,1
 gediegenere ,1
 gediegenerem ,1
 gediegeneren ,1
 gediegenerer ,1
 gediegeneres ,1
 gediegenes ,1
 gediegenst ,1
 gediegenste ,1
 gediegenstem ,1
 gediegensten ,1
 gediegenster ,1
 gediegenstes ,1
 gediegner ,1
 gediegnere ,1
 gediegnerem ,1
 gediegneren ,1
 gediegnerer ,1
 gediegneres ,1
 gedränge ,-1
 gedrängen ,-1
 gedränges ,-1
 gedrängt ,-1
 gedrängte ,-1
 gedrängtem ,-1
 gedrängten ,-1
 gedrängter ,-1
 gedrängtere ,-1
 gedrängterem ,-1
 gedrängteren ,-1
 gedrängterer ,-1
 gedrängteres ,-1
 gedrängtes ,-1
 gedrängtst ,-1
 gedrängtste ,-1
 gedrängtstem ,-1
 gedrängtsten ,-1
 gedrängtster ,-1
 gedrängtstes ,-1
 gedriftet ,-1
 gedroht ,-1
 gedrosselt ,-1
 gedrückt ,-1
 geduftet ,1
 geduld ,1
 geduldig ,1
 geduldige ,1
 geduldigem ,1
 geduldigen ,1
 geduldiger ,1
 geduldigere ,1
 geduldigerem ,1
 geduldigeren ,1
 geduldigerer ,1
 geduldigeres ,1
 geduldiges ,1
 geduldigst ,1
 geduldigste ,1
 geduldigstem ,1
 geduldigsten ,1
 geduldigster ,1
 geduldigstes ,1
 geduldsspiel ,-1
 geehrt ,1
 geeifert ,1
 geeignet ,1
 geeignete ,1
 geeignetem ,1
 geeigneten ,1
 geeigneter ,1
 geeignetere ,1
 geeigneterem ,1
 geeigneteren ,1
 geeigneterer ,1
 geeigneteres ,1
 geeignetes ,1
 geeignetst ,1
 geeignetste ,1
 geeignetstem ,1
 geeignetsten ,1
 geeignetster ,1
 geeignetstes ,1
 geerbt ,1
 gefächert ,1
 gefahr ,-1
 gefahrbringend ,-1
 gefährd ,-1
 gefährde ,-1
 gefährden ,-1
 gefährdest ,-1
 gefährdet ,-1
 gefährdete ,-1
 gefährdeten ,-1
 gefährdetest ,-1
 gefährdetet ,-1
 gefährdte ,-1
 gefährdten ,-1
 gefährdtest ,-1
 gefährdtet ,-1
 gefährdung ,-1
 gefährdungen ,-1
 gefahren ,-1
 gefahrenmoment ,-1
 gefährlich ,-1
 gefährliche ,-1
 gefährlichem ,-1
 gefährlichen ,-1
 gefährlicher ,-1
 gefährlichere ,-1
 gefährlicherem ,-1
 gefährlicheren ,-1
 gefährlicherer ,-1
 gefährlicheres ,-1
 gefährliches ,-1
 gefährlichkeit ,-1
 gefährlichst ,-1
 gefährlichste ,-1
 gefährlichstem ,-1
 gefährlichsten ,-1
 gefährlichster ,-1
 gefährlichstes ,-1
 gefahrlos ,1
 gefahrvoll ,-1
 gefallen ,1
 gefallens ,1
 gefällig ,1
 gefälligkeit ,1
 gefallsucht ,-1
 gefälscht ,-1
 gefangen ,-1
 gefangene ,-1
 gefangenschaft ,-1
 gefängnis ,-1
 gefecht ,-1
 gefechte ,-1
 gefechten ,-1
 gefechtes ,-1
 gefechts ,-1
 gefehlt ,-1
 gefeiert ,1
 gefeierte ,1
 gefeiertem ,1
 gefeierten ,1
 gefeierter ,1
 gefeiertere ,1
 gefeierterem ,1
 gefeierteren ,1
 gefeierterer ,1
 gefeierteres ,1
 gefeiertes ,1
 gefeiertest ,1
 gefeierteste ,1
 gefeiertestem ,1
 gefeiertesten ,1
 gefeiertester ,1
 gefeiertestes ,1
 gefertigt ,1
 gefesselt ,-1
 gefestigt ,1
 gefestigte ,1
 gefestigtem ,1
 gefestigten ,1
 gefestigter ,1
 gefestigtere ,1
 gefestigterem ,1
 gefestigteren ,1
 gefestigterer ,1
 gefestigteres ,1
 gefestigtes ,1
 gefestigtst ,1
 gefestigtste ,1
 gefestigtstem ,1
 gefestigtsten ,1
 gefestigtster ,1
 gefestigtstes ,1
 gefeuert ,-1
 gefinkelt ,-1
 geflissentlich ,1
 geflucht ,-1
 geflunker ,-1
 gefolgschaft ,1
 gefolgschaftstreue ,1
 gefördert ,1
 gefragt ,1
 gefragte ,1
 gefragtem ,1
 gefragten ,1
 gefragter ,1
 gefragtere ,1
 gefragterem ,1
 gefragteren ,1
 gefragterer ,1
 gefragteres ,1
 gefragtes ,1
 gefragtest ,1
 gefragteste ,1
 gefragtestem ,1
 gefragtesten ,1
 gefragtester ,1
 gefragtestes ,1
 gefräßig ,-1
 gefräßigkeit ,-1
 gefreut ,1
 gefrohlockt ,1
 gefroren ,-1
 gefügig ,1
 gefühl ,1
 gefühllos ,-1
 gefühlsbeherrscht ,-1
 gefühlsduselei ,-1
 gefühlsmäßig ,1
 gefühlsselig ,-1
 gefühlvoll ,1
 geführt ,1
 gefüllt ,1
 gefunkelt ,1
 gefürchtet ,-1
 gegacker ,-1
 gegähnt ,-1
 gegammelt ,-1
 gegen ,-1
 gegenargument ,-1
 gegeneinander ,-1
 gegengeschäft ,-1
 gegenkopplung ,-1
 gegenmaßnahmen ,-1
 gegenpartei ,-1
 gegensatz ,-1
 gegensätzlichkeit ,-1
 gegenschein ,-1
 gegenschrift ,-1
 gegenspieler ,-1
 gegenständlich ,-1
 gegenstandslos ,-1
 gegenstück ,-1
 gegenüberstellung ,-1
 gegenwehr ,-1
 geglänzt ,1
 geglückt ,1
 gegner ,-1
 gegnerisch ,-1
 gegnern ,-1
 gegners ,-1
 gegnerschaft ,-1
 gegönnt ,1
 gegraut ,-1
 gehabe ,-1
 gehäckselt ,1
 gehalt ,1
 gehaltreich ,1
 gehaltszulage ,1
 gehaltszulagen ,1
 gehandicapt ,-1
 gehandicapte ,-1
 gehandicaptem ,-1
 gehandicapten ,-1
 gehandicapter ,-1
 gehandicaptere ,-1
 gehandicapterem ,-1
 gehandicapteren ,-1
 gehandicapterer ,-1
 gehandicapteres ,-1
 gehandicaptes ,-1
 gehandicaptest ,-1
 gehandicapteste ,-1
 gehandicaptestem ,-1
 gehandicaptesten ,-1
 gehandicaptester ,-1
 gehandicaptestes ,-1
 gehärtet ,-1
 gehässig ,-1
 gehässige ,-1
 gehässigem ,-1
 gehässigen ,-1
 gehässiger ,-1
 gehässigere ,-1
 gehässigerem ,-1
 gehässigeren ,-1
 gehässigerer ,-1
 gehässigeres ,-1
 gehässiges ,-1
 gehässigkeit ,-1
 gehässigst ,-1
 gehässigste ,-1
 gehässigstem ,-1
 gehässigsten ,-1
 gehässigster ,-1
 gehässigstes ,-1
 gehasst ,-1
 geheiligt ,1
 geheimnis ,-1
 geheiratet ,1
 gehemmt ,-1
 geheuchelt ,-1
 gehirnwäsche ,-1
 gehoben ,1
 gehofft ,1
 gehörig ,1
 gehörige ,1
 gehörigem ,1
 gehörigen ,1
 gehöriger ,1
 gehörigere ,1
 gehörigerem ,1
 gehörigeren ,1
 gehörigerer ,1
 gehörigeres ,1
 gehöriges ,1
 gehörigst ,1
 gehörigste ,1
 gehörigstem ,1
 gehörigsten ,1
 gehörigster ,1
 gehörigstes ,1
 gehörlos ,-1
 gehorsam ,1
 gehorsame ,1
 gehorsamem ,1
 gehorsamen ,1
 gehorsamer ,1
 gehorsamere ,1
 gehorsamerem ,1
 gehorsameren ,1
 gehorsamerer ,1
 gehorsameres ,1
 gehorsames ,1
 gehorsamst ,1
 gehorsamste ,1
 gehorsamstem ,1
 gehorsamsten ,1
 gehorsamster ,1
 gehorsamstes ,1
 gehungert ,-1
 geifern ,1
 geiferte ,1
 geil ,1
 geile ,1
 geilem ,1
 geilen ,1
 geiler ,1
 geilere ,1
 geilerem ,1
 geileren ,1
 geilerer ,1
 geileres ,1
 geiles ,1
 geilst ,1
 geilste ,1
 geilstem ,1
 geilsten ,1
 geilster ,1
 geilstes ,1
 geisel ,-1
 geiselnehmer ,-1
 geiselnehmerin ,-1
 geißel ,-1
 geißeln ,-1
 geißlung ,-1
 geisterhaft ,-1
 geistesabwesend ,-1
 geistesgröße ,1
 geisteskrank ,-1
 geisteskranke ,-1
 geisteskrankem ,-1
 geisteskranken ,-1
 geisteskranker ,-1
 geisteskrankere ,-1
 geisteskrankerem ,-1
 geisteskrankeren ,-1
 geisteskrankerer ,-1
 geisteskrankeres ,-1
 geisteskrankes ,-1
 geisteskrankheit ,-1
 geisteskrankheiten ,-1
 geisteskrankst ,-1
 geisteskrankste ,-1
 geisteskrankstem ,-1
 geisteskranksten ,-1
 geisteskrankster ,-1
 geisteskrankstes ,-1
 geistesverwandt ,1
 geistig ,1
 geistlich ,1
 geistlos ,-1
 geistlose ,-1
 geistlosem ,-1
 geistlosen ,-1
 geistloser ,-1
 geistlosere ,-1
 geistloserem ,-1
 geistloseren ,-1
 geistloserer ,-1
 geistloseres ,-1
 geistloses ,-1
 geistlosest ,-1
 geistloseste ,-1
 geistlosestem ,-1
 geistlosesten ,-1
 geistlosester ,-1
 geistlosestes ,-1
 geistlosigkeit ,-1
 geistlosigkeiten ,-1
 geistreich ,1
 geisttötend ,-1
 geistvoll ,1
 geiz ,-1
 geize ,-1
 geizen ,-1
 geizes ,-1
 geizhals ,-1
 geizhälse ,-1
 geizhälsen ,-1
 geizhalses ,-1
 geizhalss ,-1
 geizig ,-1
 geizkragen ,-1
 geizkragens ,-1
 geizs ,-1
 gejammert ,-1
 gejohle ,1
 gejubelt ,1
 gekämpft ,-1
 gekeife ,-1
 gekentert ,-1
 gekippt ,-1
 geklagt ,-1
 geklapper ,-1
 geklärt ,1
 geklettert ,1
 geknatter ,-1
 gekommen ,1
 gekracht ,-1
 gekränkelt ,-1
 gekrankt ,-1
 gekränkt ,-1
 gekränkte ,-1
 gekränktem ,-1
 gekränkten ,-1
 gekränkter ,-1
 gekränktere ,-1
 gekränkterem ,-1
 gekränkteren ,-1
 gekränkterer ,-1
 gekränkteres ,-1
 gekränktes ,-1
 gekränktest ,-1
 gekränkteste ,-1
 gekränktestem ,-1
 gekränktesten ,-1
 gekränktester ,-1
 gekränktestes ,-1
 gekrümmt ,-1
 gekümmert ,1
 gekündigt ,-1
 gekünstelt ,-1
 gekürzt ,-1
 gelächelt ,1
 gelacht ,1
 gelächter ,-1
 gelagert ,1
 gelähmt ,-1
 gelähmte ,-1
 gelähmtem ,-1
 gelähmten ,-1
 gelähmter ,-1
 gelähmtere ,-1
 gelähmterem ,-1
 gelähmteren ,-1
 gelähmterer ,-1
 gelähmteres ,-1
 gelähmtes ,-1
 gelähmtst ,-1
 gelähmtste ,-1
 gelähmtstem ,-1
 gelähmtsten ,-1
 gelähmtster ,-1
 gelähmtstes ,-1
 gelangweilt ,-1
 gelassen ,1
 gelassene ,1
 gelassenem ,1
 gelassenen ,1
 gelassener ,1
 gelassenere ,1
 gelassenerem ,1
 gelasseneren ,1
 gelassenerer ,1
 gelasseneres ,1
 gelassenes ,1
 gelassenheit ,1
 gelassenst ,1
 gelassenste ,1
 gelassenstem ,1
 gelassensten ,1
 gelassenster ,1
 gelassenstes ,1
 gelassner ,1
 gelassnere ,1
 gelassnerem ,1
 gelassneren ,1
 gelassnerer ,1
 gelassneres ,1
 geläutert ,1
 gelbsüchtig ,-1
 geldgeber ,1
 geldgebern ,1
 geldgebers ,1
 geldgier ,-1
 geldgierig ,-1
 geldstrafe ,-1
 geldstrafen ,-1
 geldverlegenheit ,-1
 gelegen ,1
 gelegenheit ,1
 gelehrsam ,1
 gelehrt ,1
 geleitbrief ,1
 gelernt ,1
 geleugnet ,-1
 geliebt ,1
 geliebte ,1
 geliebtem ,1
 geliebten ,1
 geliebter ,1
 geliebtere ,1
 geliebterem ,1
 geliebteren ,1
 geliebterer ,1
 geliebteres ,1
 geliebtes ,1
 geliebtest ,1
 geliebteste ,1
 geliebtestem ,1
 geliebtesten ,1
 geliebtester ,1
 geliebtestes ,1
 gelind ,1
 gelindert ,1
 gelingen ,1
 gellender ,-1
 gelöbnis ,1
 gelobt ,1
 gelockert ,1
 gelohnt ,1
 gelöscht ,-1
 gelöst ,1
 geltung ,1
 geltungsbedürftig ,-1
 gelungen ,1
 gelungene ,1
 gelungenem ,1
 gelungenen ,1
 gelungener ,1
 gelungenere ,1
 gelungenerem ,1
 gelungeneren ,1
 gelungenerer ,1
 gelungeneres ,1
 gelungenes ,1
 gelungenst ,1
 gelungenste ,1
 gelungenstem ,1
 gelungensten ,1
 gelungenster ,1
 gelungenstes ,1
 gelungner ,1
 gelungnere ,1
 gelungnerem ,1
 gelungneren ,1
 gelungnerer ,1
 gelungneres ,1
 gelüst ,1
 gemächlich ,1
 gemangelt ,-1
 gemäßigt ,1
 gemecker ,-1
 gemeckert ,-1
 gemein ,-1
 gemeine ,-1
 gemeinem ,-1
 gemeinen ,-1
 gemeiner ,-1
 gemeinere ,-1
 gemeinerem ,-1
 gemeineren ,-1
 gemeinerer ,-1
 gemeineres ,-1
 gemeines ,-1
 gemeinheit ,-1
 gemeinnützig ,1
 gemeinsam ,1
 gemeinsame ,1
 gemeinsamem ,1
 gemeinsamen ,1
 gemeinsamer ,1
 gemeinsamere ,1
 gemeinsamerem ,1
 gemeinsameren ,1
 gemeinsamerer ,1
 gemeinsameres ,1
 gemeinsames ,1
 gemeinsamst ,1
 gemeinsamste ,1
 gemeinsamstem ,1
 gemeinsamsten ,1
 gemeinsamster ,1
 gemeinsamstes ,1
 gemeinschaft ,1
 gemeinschaften ,1
 gemeinschaftlich ,1
 gemeinschaftliche ,1
 gemeinschaftlichem ,1
 gemeinschaftlichen ,1
 gemeinschaftlicher ,1
 gemeinschaftlichere ,1
 gemeinschaftlicherem ,1
 gemeinschaftlicheren ,1
 gemeinschaftlicherer ,1
 gemeinschaftlicheres ,1
 gemeinschaftliches ,1
 gemeinschaftlichst ,1
 gemeinschaftlichste ,1
 gemeinschaftlichstem ,1
 gemeinschaftlichsten ,1
 gemeinschaftlichster ,1
 gemeinschaftlichstes ,1
 gemeinschuldner ,-1
 gemeinst ,-1
 gemeinste ,-1
 gemeinstem ,-1
 gemeinsten ,-1
 gemeinster ,-1
 gemeinstes ,-1
 gemeinwohl ,1
 gemetzel ,-1
 gemieden ,-1
 gemindert ,-1
 gemordet ,-1
 gemunkel ,-1
 gemurrt ,-1
 gemütlich ,1
 gemütliche ,1
 gemütlichem ,1
 gemütlichen ,1
 gemütlicher ,1
 gemütlichere ,1
 gemütlicherem ,1
 gemütlicheren ,1
 gemütlicherer ,1
 gemütlicheres ,1
 gemütliches ,1
 gemütlichst ,1
 gemütlichste ,1
 gemütlichstem ,1
 gemütlichsten ,1
 gemütlichster ,1
 gemütlichstes ,1
 gemütsruhe ,1
 genährt ,1
 genau ,1
 genaue ,1
 genauem ,1
 genauen ,1
 genauer ,1
 genauere ,1
 genauerem ,1
 genaueren ,1
 genauerer ,1
 genaueres ,1
 genaues ,1
 genauest ,1
 genaueste ,1
 genauestem ,1
 genauesten ,1
 genauester ,1
 genauestes ,1
 genauigkeit ,1
 genaust ,1
 genauste ,1
 genaustem ,1
